identifier,label_str,label_int
LIGNEX,salt,1
LIGNIA,salt,1
LIGNIB,cocrystal,2
LIGNOG,salt,1
LIGNOH,cocrystal,2
LIGNUN,salt,1
LIGPAV,cocrystal,2
LIGPEZ,salt,1
LIGPID,hydrate,3
LIGPOJ,cocrystal,2
LIGTAX,cocrystal,2
LIGTEA,salt,1
LIGTIH,salt,1
LIGTON,salt,1
LIGWUT,salt,1
LIGXAA,salt,1
LIGXEE,hydrate,3
LIGXEG,salt,1
LIGYAD,salt,1
LIGYOR,cocrystal,2
LIGZIL,salt,1
LIGZOR,salt,1
LIGZUX,salt,1
LIHBAG,salt,1
LIHBEK,salt,1
LIHBIO,salt,1
LIHGAL,salt,1
LIHHAM,salt,1
LIHKUK,solvate,4
LIHMAS,salt,1
LIHQAW,salt,1
LIHWUV,cocrystal,2
LIHXIM,salt,1
LIJGAN,hydrate,3
LIJHAO,hydrate,3
LIJMUP,salt,1
LIJNAT,salt,1
LIJNAW,hydrate,3
LIJNEX,salt,1
LIJQUT,cocrystal,2
LIJTIJ,cocrystal,2
LIJXAG,salt,1
LIJXOU,salt,1
LIJZAH,salt,1
LIJZEM,salt,1
LIJZOW,hydrate,3
LIJZUC,salt,1
LIKJIC,salt,1
LIKLIC,salt,1
LIKVOS,salt,1
LIKVUY,solvate,4
LIKWAD,salt,1
LIKWAF,salt,1
LIKWEJ,salt,1
LIKWIN,cocrystal,2
LIKWOT,hydrate,3
LILDOC,hydrate,3
LILDUI,cocrystal,2
LILFIY,hydrate,3
LILGEV,hydrate,3
LILGOF,salt,1
LILHAP,salt,1
LILHIX,salt,1
LILKEW,salt,1
LILKUM,cocrystal,2
LILLEB,cocrystal,2
LILMAW,cocrystal,2
LILMEA,cocrystal,2
LILMIE,cocrystal,2
LILMOK,cocrystal,2
LILMUQ,cocrystal,2
LILXIR,cocrystal,2
LILXOX,cocrystal,2
LILYAK,cocrystal,2
LIMBIU,salt,1
LIMBOA,salt,1
LIMCET,solvate,4
LIMDAP,salt,1
LIMGIY,salt,1
LIMHUO,solvate,4
LIMJAW,solvate,4
LIMJIE,solvate,4
LIMJOK,salt,1
LIMKEB,salt,1
LIMPIG,cocrystal,2
LIMQOR,salt,1
LIMQUX,salt,1
LIMRAE,salt,1
LIMREE,cocrystal,2
LINFIX,cocrystal,2
LINQII,salt,1
LINRIN,hydrate,3
LINROT,salt,1
LINRUZ,solvate,4
LINTUZ,cocrystal,2
LINVAH,cocrystal,2
LINVOT,salt,1
LINZOY,salt,1
LIPBAO,salt,1
LIPDOD,cocrystal,2
LIPDUJ,solvate,4
LIPLUR,solvate,4
LIPSIO,salt,1
LIPSUA,salt,1
LIPTIP,salt,1
LIPWOW,cocrystal,2
LIPWUC,cocrystal,2
LIPXEN,cocrystal,2
LIPXIR,cocrystal,2
LIPXOX,hydrate,3
LIPXUD,cocrystal,2
LIPYAK,cocrystal,2
LIPYEO,cocrystal,2
LIPZOA,hydrate,3
LIPZUG,hydrate,3
LIQFAT,solvate,4
LIQFAU,cocrystal,2
LIQFUO,solvate,4
LIQGAV,solvate,4
LIQGEZ,solvate,4
LIQGID,solvate,4
LIQGOJ,solvate,4
LIQGOK,hydrate,3
LIQGUQ,solvate,4
LIQLEG,cocrystal,2
LIQNAB,salt,1
LIQNUW,solvate,4
LIQPAE,solvate,4
LIQPEI,solvate,4
LIQPIM,solvate,4
LIQPOS,solvate,4
LIQPUY,cocrystal,2
LIQQAF,cocrystal,2
LIQQEJ,cocrystal,2
LIQQIN,cocrystal,2
LIQRUC,cocrystal,2
LIQSIQ,cocrystal,2
LIQSOW,hydrate,3
LIQSUC,cocrystal,2
LIQTIP,hydrate,3
LIRBOF,cocrystal,2
LIRHUS,salt,1
LIRQUY,hydrate,3
LIRSUC,salt,1
LIRWOZ,cocrystal,2
LIRWUF,cocrystal,2
LIRXAM,cocrystal,2
LIRXEQ,cocrystal,2
LIRXIU,cocrystal,2
LIRYUH,hydrate,3
LIRZOC,salt,1
LISCEZ,cocrystal,2
LISDUQ,salt,1
LISFAY,salt,1
LISFOJ,cocrystal,2
LISGAW,cocrystal,2
LISGOL,salt,1
LISJOQ,salt,1
LISJUW,hydrate,3
LISKAD,salt,1
LISKEH,salt,1
LISKIL,salt,1
LISQOW,cocrystal,2
LISYAR,salt,1
LISYIZ,cocrystal,2
LISZES,hydrate,3
LITGEC,cocrystal,2
LITHIF,salt,1
LITNEH,salt,1
LITPIN,salt,1
LITSOX,cocrystal,2
LITTUE,salt,1
LITVAM,salt,1
LITVEQ,salt,1
LITVIU,salt,1
LITVOA,salt,1
LITVUG,salt,1
LITWER,salt,1
LITWIV,salt,1
LITWUH,salt,1
LIVDEA,hydrate,3
LIVRIR,salt,1
LIVVIW,salt,1
LIVXIY,salt,1
LIVYUL,salt,1
LIWCAW,hydrate,3
LIWDOM,salt,1
LIWHAA,salt,1
LIWHEE,salt,1
LIWHOQ,cocrystal,2
LIWHUU,cocrystal,2
LIWRAM,salt,1
LIWREQ,salt,1
LIWRIU,solvate,4
LIWROA,solvate,4
LIWRUG,salt,1
LIWSAN,salt,1
LIXMEL,cocrystal,2
LIXQOY,cocrystal,2
LIXTAO,hydrate,3
LIXTES,hydrate,3
LIXXIC,salt,1
LIXXOI,salt,1
LIXXUO,salt,1
LIXYAV,salt,1
LIXYEZ,salt,1
LIXYID,hydrate,3
LIXYOJ,salt,1
LIYPUF,salt,1
LIYSIV,cocrystal,2
LIYSIW,hydrate,3
LIYTUL,salt,1
LIYXAV,hydrate,3
LIYZAU,salt,1
LIYZEY,salt,1
LIYZOI,salt,1
LIZBEB,salt,1
LIZTEV,salt,1
LIZVIB,cocrystal,2
LIZVOH,cocrystal,2
LIZVUN,cocrystal,2
LIZWAU,salt,1
LIZWIC,cocrystal,2
LIZWOI,hydrate,3
LIZWUO,cocrystal,2
LIZYAV,salt,1
LIZZEC,salt,1
LOBBEM,salt,1
LOBBOU,hydrate,3
LOBFUE,salt,1
LOBGAL,hydrate,3
LOBGOY,salt,1
LOBNUO,solvate,4
LOBPAW,salt,1
LOBQUR,salt,1
LOBWAB,hydrate,3
LOCBAH,hydrate,3
LOCJET,salt,1
LOCJUJ,salt,1
LOCKAQ,salt,1
LOCKEU,cocrystal,2
LOCKIY,salt,1
LOCKOE,salt,1
LOCKUK,salt,1
LOCLOF,salt,1
LOCQIF,cocrystal,2
LOCRIF,salt,1
LOCVOO,cocrystal,2
LOCYEK,salt,1
LOCYIO,salt,1
LODBOX,salt,1
LODCUE,salt,1
LODFAN,cocrystal,2
LODFIV,cocrystal,2
LODGUH,cocrystal,2
LODHES,solvate,4
LODHIX,hydrate,3
LODHOC,hydrate,3
LODHOD,cocrystal,2
LODKUM,cocrystal,2
LODLIB,cocrystal,2
LODLUN,salt,1
LODWEJ,salt,1
LODWOR,salt,1
LODWUX,salt,1
LOFCOA,salt,1
LOFCUE,cocrystal,2
LOFDAL,cocrystal,2
LOFDER01,salt,1
LOFDIV,salt,1
LOFDUH,hydrate,3
LOFFAP,hydrate,3
LOFFIX,hydrate,3
LOFHAQ,cocrystal,2
LOFHEU,cocrystal,2
LOFJEX,solvate,4
LOFJIB,solvate,4
LOFJOF,hydrate,3
LOFJOH,solvate,4
LOFJUN,solvate,4
LOFKIB,cocrystal,2
LOFKOG,hydrate,3
LOFLAV,cocrystal,2
LOFLID,cocrystal,2
LOFMAW,salt,1
LOFMEB,salt,1
LOFNEC,hydrate,3
LOFNIG,hydrate,3
LOFNOM,salt,1
LOFPUT,salt,1
LOFQEE,salt,1
LOFQIJ,salt,1
LOFQOO,hydrate,3
LOFQOP,salt,1
LOFSOR,salt,1
LOFSUX,salt,1
LOGBAM,salt,1
LOGBAN,salt,1
LOGBUG,cocrystal,2
LOGDIW,hydrate,3
LOGDOC,salt,1
LOGFUL,cocrystal,2
LOGLAU,hydrate,3
LOGMOJ,solvate,4
LOGZIR,cocrystal,2
LOHBUI,cocrystal,2
LOHNOM,cocrystal,2
LOHPUU,hydrate,3
LOHQIJ,hydrate,3
LOHQIL,salt,1
LOHQOP,hydrate,3
LOHVAG,salt,1
LOJBOC,salt,1
LOJCES,cocrystal,2
LOJCIW,salt,1
LOJHOH,hydrate,3
LOJJAW,salt,1
LOJLUT,hydrate,3
LOJMAA,salt,1
LOJPIJ,cocrystal,2
LOJQUW,cocrystal,2
LOJRAD,cocrystal,2
LOKFEW,salt,1
LOKFIA,salt,1
LOKFUP,salt,1
LOKGAW,salt,1
LOKGOH,salt,1
LOKGUN,salt,1
LOKJIH,cocrystal,2
LOKRAE,cocrystal,2
LOKVOY,hydrate,3
LOLCUL,solvate,4
LOLDAS,salt,1
LOLDEW,hydrate,3
LOLGUO,solvate,4
LOLQOT,salt,1
LOLROU,solvate,4
LOLSUA,cocrystal,2
LOLWEO,cocrystal,2
LOMGEZ,salt,1
LOMHUR,cocrystal,2
LOMJUT,salt,1
LOMKAA,hydrate,3
LOMTAI,cocrystal,2
LOMTEM,cocrystal,2
LOMTEP,hydrate,3
LOMTIQ,salt,1
LOMTIT,hydrate,3
LOMTOX,salt,1
LOMWAO,hydrate,3
LOMWIW,hydrate,3
LOMZIY,salt,1
LONDOJ,salt,1
LONJEE,hydrate,3
LONNOT,salt,1
LONRAH,salt,1
LONREL,salt,1
LONRIP,salt,1
LONRUB,salt,1
LONSAI,salt,1
LONSEP,salt,1
LONTOY,hydrate,3
LONZEV,salt,1
LOPKEI,salt,1
LOPPUE,salt,1
LOPQAI,salt,1
LOPQEM,cocrystal,2
LOPTIU,salt,1
LOPTOB,hydrate,3
LOPWAQ,hydrate,3
LOPZAT,solvate,4
LOPZUL,cocrystal,2
LOQBAU,cocrystal,2
LOQCEC,cocrystal,2
LOQDAY,salt,1
LOQKOT,salt,1
LOQLAG,hydrate,3
LOQLEK,hydrate,3
LOQLOU,hydrate,3
LOQLUA,hydrate,3
LOQLUZ,salt,1
LOQMEK,salt,1
LOQMIO,salt,1
LOQVOF,salt,1
LOQWAS,salt,1
LOQWIA,salt,1
LOQWUM,salt,1
LOQXEX,salt,1
LOQXOH,salt,1
LOQYAU,salt,1
LOQYIC,salt,1
LOQZEZ,salt,1
LORBAY,salt,1
LORBIG,solvate,4
LORKUA,hydrate,3
LORLIP,hydrate,3
LORMUB,salt,1
LORNEM,salt,1
LORNIQ,salt,1
LORQEP,salt,1
LORQIT,salt,1
LORQUF,salt,1
LORRIU,salt,1
LORWEV,salt,1
LORWIZ,salt,1
LORXIA,cocrystal,2
LORXOG,salt,1
LORXUM,hydrate,3
LORYOI,salt,1
LORZUP,salt,1
LOSCEB,salt,1
LOSCIF,salt,1
LOSCOL,salt,1
LOSGEG,salt,1
LOSHUZ,salt,1
LOSKEL,salt,1
LOSWEV,cocrystal,2
LOTCEE,salt,1
LOVBAZ,cocrystal,2
LOVNOZ,salt,1
LOVXID,cocrystal,2
LOWDEJ,salt,1
LOWDIN,salt,1
LOWDUZ,hydrate,3
LOWFAH,salt,1
LOWFEL,hydrate,3
LOWFIP,salt,1
LOWFOU,cocrystal,2
LOWFOV,salt,1
LOWFUB,salt,1
LOWHEK,cocrystal,2
LOWHIO,cocrystal,2
LOWHUA,cocrystal,2
LOWJUC,cocrystal,2
LOWKAJ,cocrystal,2
LOWNUJ,cocrystal,2
LOWQUL,cocrystal,2
LOWVIE,cocrystal,2
LOWYUU,salt,1
LOWZUU,hydrate,3
LOXFAH,cocrystal,2
LOXFEL,cocrystal,2
LOXFIP,cocrystal,2
LOYDEL,hydrate,3
LOYDIP,hydrate,3
LOYPEW,salt,1
LOYRIC,cocrystal,2
LOYYOP,hydrate,3
LPNECL,salt,1
LSDIBZ,salt,1
LUBBES,salt,1
LUBBOC,salt,1
LUBBUI,hydrate,3
LUBCAP,salt,1
LUBGUK,cocrystal,2
LUBGUM,salt,1
LUBHAR,cocrystal,2
LUBHUN,solvate,4
LUBJAV,solvate,4
LUBWUD,cocrystal,2
LUCDUL,salt,1
LUCFAT,salt,1
LUCQIL,hydrate,3
LUCQOR,salt,1
LUCQUX,salt,1
LUCRAD,salt,1
LUCRAE,salt,1
LUCSUZ,salt,1
LUCTAG,salt,1
LUDCES,cocrystal,2
LUDCOC,cocrystal,2
LUDDET,salt,1
LUDDOD,cocrystal,2
LUDDUJ,salt,1
LUDFUL,cocrystal,2
LUDHAT,salt,1
LUDHEX,salt,1
LUDHOH,cocrystal,2
LUDKAW,salt,1
LUDMUU,cocrystal,2
LUDNIJ,salt,1
LUDWIQ,salt,1
LUDWUE,hydrate,3
LUDYOZ,cocrystal,2
LUFPOR,salt,1
LUFPUX,salt,1
LUFRAI,salt,1
LUGFIE,salt,1
LUGKIJ,salt,1
LUGLUW,solvate,4
LUGVAN,solvate,4
LUHGED,salt,1
LUHKAC,salt,1
LUHPOU,solvate,4
LUJBIB,cocrystal,2
LUJBUO,cocrystal,2
LUJCAV,cocrystal,2
LUJCID,cocrystal,2
LUJCOJ,cocrystal,2
LUJCUP,cocrystal,2
LUJDAW,cocrystal,2
LUJGII,salt,1
LUJJAC,salt,1
LUJJEI,salt,1
LUJJIM,salt,1
LUJLIN,salt,1
LUJLOT,salt,1
LUJMAG,hydrate,3
LUJMEK,salt,1
LUJSIT,cocrystal,2
LUJSOZ,cocrystal,2
LUJTAM,cocrystal,2
LUJVIY,salt,1
LUJXIA,hydrate,3
LUJZUM,cocrystal,2
LUKCEB,hydrate,3
LUKCOL,hydrate,3
LUKCUR,hydrate,3
LUKDAY,hydrate,3
LUKJAD,solvate,4
LUKJEH,solvate,4
LUKMIN,cocrystal,2
LUKXUL,cocrystal,2
LULBIF,salt,1
LULQIV,salt,1
LULQOA,cocrystal,2
LULQOB,hydrate,3
LULQUH,hydrate,3
LULRAL,hydrate,3
LULRAO,cocrystal,2
LULROC,cocrystal,2
LULSAP,hydrate,3
LULSOB,salt,1
LUMBUT,solvate,4
LUMFIK,cocrystal,2
LUMJOU,salt,1
LUMKAH,salt,1
LUMKEL,salt,1
LUMKIN,solvate,4
LUMKIP,salt,1
LUMQIT,salt,1
LUMQOZ,salt,1
LUMQUF,salt,1
LUMRAM,salt,1
LUMRIU,salt,1
LUMRUG,salt,1
LUMSAN,salt,1
LUMSUH,cocrystal,2
LUMWIB,solvate,4
LUMXEW,hydrate,3
LUMXID,salt,1
LUMYIB,cocrystal,2
LUMYOH,cocrystal,2
LUNCII,salt,1
LUNJUC,salt,1
LUNMAI,cocrystal,2
LUNMEM,cocrystal,2
LUNMIQ,cocrystal,2
LUNMOW,cocrystal,2
LUNMPO10,hydrate,3
LUNMUC,cocrystal,2
LUNNAJ,cocrystal,2
LUNNEN,cocrystal,2
LUNNIR,cocrystal,2
LUNNOX,cocrystal,2
LUNPAL,cocrystal,2
LUNPEP,cocrystal,2
LUNQIU,cocrystal,2
LUNRER,cocrystal,2
LUNVEY,hydrate,3
LUNXAW,hydrate,3
LUNYOI,cocrystal,2
LUNYUO,cocrystal,2
LUNZAV,cocrystal,2
LUNZEZ,cocrystal,2
LUNZID,cocrystal,2
LUNZOJ,cocrystal,2
LUNZUP,cocrystal,2
LUPALK01,salt,1
LUPAND,hydrate,3
LUPANO,salt,1
LUPGUB,cocrystal,2
LUPPUK,salt,1
LUPQAQ,cocrystal,2
LUPQIY,cocrystal,2
LUPQUK,cocrystal,2
LUPRAR,cocrystal,2
LUPYIF,salt,1
LUPZOL,salt,1
LUQFEJ,salt,1
LUQFIN,salt,1
LUQFOT,hydrate,3
LUQFUZ,salt,1
LUQJAJ,salt,1
LUQLUH,salt,1
LUQMES,salt,1
LUQPOD,hydrate,3
LUQPOE,salt,1
LUQTUM,salt,1
LUQVAU,cocrystal,2
LURGUC,cocrystal,2
LURWIE,salt,1
LUSGIS,salt,1
LUSWEB,cocrystal,2
LUSXAA,cocrystal,2
LUSXEE,salt,1
LUSXII,salt,1
LUSXOO,salt,1
LUSXUU,cocrystal,2
LUTBIO,salt,1
LUTBOU,hydrate,3
LUTCAE,salt,1
LUTDUR,cocrystal,2
LUTGUD,cocrystal,2
LUTNUM,salt,1
LUTPIC,cocrystal,2
LUTPOI,hydrate,3
LUTRID,cocrystal,2
LUTXOP,cocrystal,2
LUTXUV,cocrystal,2
LUVDIR,hydrate,3
LUVHOZ,salt,1
LUVNEX,salt,1
LUVQEZ,salt,1
LUVQID,salt,1
LUVTOL,salt,1
LUVVED,hydrate,3
LUVYEI,hydrate,3
LUVYIM,salt,1
LUVYOS,salt,1
LUWHAM,salt,1
LUWHEQ,hydrate,3
LUWHIU,hydrate,3
LUWHOA,hydrate,3
LUWPOL,hydrate,3
LUWQAY,salt,1
LUWTAB,solvate,4
LUXBAJ,salt,1
LUXJIA,salt,1
LUXKAT,salt,1
LUXMIB,solvate,4
LUXQIG,hydrate,3
LUXSIH,cocrystal,2
LUXTUT,salt,1
LUYHAR,cocrystal,2
LUYHEV,cocrystal,2
LUYNOJ,salt,1
LUZFUJ,hydrate,3
LUZQEC,salt,1
LYSASP,salt,1
MAAZNB,cocrystal,2
MABMOU,cocrystal,2
MABMOV,salt,1
MABMUA,cocrystal,2
MABMUB,salt,1
MABNAI,salt,1
MABROA,cocrystal,2
MABSIV,hydrate,3
MABSOB,cocrystal,2
MABTAO,cocrystal,2
MABTES,cocrystal,2
MABTIW,cocrystal,2
MABTOC,cocrystal,2
MABTUI,cocrystal,2
MABVAQ,hydrate,3
MABVES,salt,1
MABVIY,cocrystal,2
MABVOE,hydrate,3
MABVUK,cocrystal,2
MABWAR,solvate,4
MABWEV,solvate,4
MABXUM,cocrystal,2
MABYAT,solvate,4
MABYEX,cocrystal,2
MABYIY,salt,1
MABZAR,salt,1
MABZIC,cocrystal,2
MABZUO,cocrystal,2
MACAZC10,salt,1
MACJEG,cocrystal,2
MACMNO,salt,1
MACNIP,hydrate,3
MACPRP10,salt,1
MACQIS,hydrate,3
MACVIZ,salt,1
MADDAX,solvate,4
MADGEG,hydrate,3
MADGIK,cocrystal,2
MADMEM,salt,1
MADSAO,cocrystal,2
MADSES,cocrystal,2
MADSIW,hydrate,3
MADSUI,cocrystal,2
MADTAP,cocrystal,2
MADYEY,solvate,4
MAECBA,salt,1
MAFDAC,salt,1
MAFMAL,cocrystal,2
MAFMEP,cocrystal,2
MAFMUC,solvate,4
MAFPIT,salt,1
MAFPIU,salt,1
MAFQIU,cocrystal,2
MAFRAN,hydrate,3
MAFRUI,solvate,4
MAFSET,hydrate,3
MAFXOH,salt,1
MAGLIQ,salt,1
MAGRUL,cocrystal,2
MAGZIE,cocrystal,2
MAHGUB,hydrate,3
MAHKAJ,cocrystal,2
MAHKEN,hydrate,3
MAHMOB,salt,1
MAHNOY,salt,1
MAHNUE,salt,1
MAHPAM,salt,1
MAHQAQ,salt,1
MAHWUO,cocrystal,2
MAHXAV,hydrate,3
MAJRIY,salt,1
MAJROE,salt,1
MAJRUK,salt,1
MAJSAR,salt,1
MAJSAT,salt,1
MAJSEV,salt,1
MAJSIZ,salt,1
MAJTAU,solvate,4
MAJTOH,salt,1
MAJYEC,cocrystal,2
MAKDAH,cocrystal,2
MAKJOA,salt,1
MAKJUG,salt,1
MAKKEQ,cocrystal,2
MAKRAR,salt,1
MAKTAV,salt,1
MAKTEB,salt,1
MAKTEZ,salt,1
MAKTID,salt,1
MAKWAA,cocrystal,2
MAKXED,salt,1
MALAMS10,salt,1
MALGUB,cocrystal,2
MALTPO,cocrystal,2
MALYEH,hydrate,3
MAMADP,salt,1
MAMCAF,cocrystal,2
MAMDTC,salt,1
MAMGAM,salt,1
MAMGEQ,hydrate,3
MAMGIU,hydrate,3
MAMHIR,salt,1
MAMHOX,salt,1
MAMQUN,salt,1
MAMVEE,salt,1
MAMZEF,salt,1
MANHOZ,salt,1
MANLEV,cocrystal,2
MANMOD,salt,1
MANPUQ01,cocrystal,2
MANVEF,cocrystal,2
MANVII,salt,1
MANXOQ,salt,1
MANXOS,solvate,4
MANXUY,solvate,4
MANYAE,salt,1
MANYEJ,salt,1
MANYIN,salt,1
MAOPHS,salt,1
MAPACL,salt,1
MAPFIT,salt,1
MAPGIX,hydrate,3
MAPNEY,salt,1
MAPPAW,salt,1
MAPPEA,salt,1
MAPSAZ,hydrate,3
MAPSON,salt,1
MAPSOP,hydrate,3
MAPTAA,salt,1
MAPTED,salt,1
MAPTML10,salt,1
MAPTZI,salt,1
MAPVEG,solvate,4
MAPXAC,hydrate,3
MAPXEG,hydrate,3
MAPXIK,hydrate,3
MAPYAE,salt,1
MAPYEI,salt,1
MAPYEL,salt,1
MAPYOS,salt,1
MAPYUA,solvate,4
MAQBAI,salt,1
MAQBEM,hydrate,3
MAQBIQ,hydrate,3
MAQDAJ,salt,1
MAQDEQ,salt,1
MAQFIX,salt,1
MAQNAW,hydrate,3
MAQYAF,cocrystal,2
MAQYEJ,cocrystal,2
MAQZEK,cocrystal,2
MARLOH,salt,1
MARRIJ,salt,1
MARROO,salt,1
MARROP,salt,1
MARSAC,salt,1
MARVIM,hydrate,3
MASMAX,salt,1
MASQAR,salt,1
MASQOM,salt,1
MASWAG,cocrystal,2
MASWEK,cocrystal,2
MATGET,salt,1
MATHUK,salt,1
MATJUP,salt,1
MATKAT,salt,1
MATLEY,hydrate,3
MATLIE,solvate,4
MATLOK,hydrate,3
MATLUQ,salt,1
MATMAV,hydrate,3
MATNUQ,salt,1
MATNUR,hydrate,3
MATQIK,cocrystal,2
MATRUY,salt,1
MATWEJ,cocrystal,2
MATZAJ,cocrystal,2
MAVBAP,cocrystal,2
MAVGAS,salt,1
MAVGEY,cocrystal,2
MAVMEC,salt,1
MAVTAE,cocrystal,2
MAVTEI,cocrystal,2
MAVTOS,solvate,4
MAVTUY,solvate,4
MAVVAG,solvate,4
MAVVEK,hydrate,3
MAVVOU,cocrystal,2
MAVYUF,salt,1
MAWBOB,cocrystal,2
MAWBUL,salt,1
MAWFAU,hydrate,3
MAWMIJ,salt,1
MAWPUW,cocrystal,2
MAWQUY,salt,1
MAWYAL,salt,1
MAWYEP,salt,1
MAWYIS,solvate,4
MAXDOG,salt,1
MAXJAA,solvate,4
MAXJEE,hydrate,3
MAXLED,cocrystal,2
MAXLON,cocrystal,2
MAXPIL,cocrystal,2
MAXZAN,hydrate,3
MAYDUM,hydrate,3
MAYGAV,cocrystal,2
MAYGEZ,hydrate,3
MAYGID,hydrate,3
MAYTIT,salt,1
MAYWOA,cocrystal,2
MAYXAP,salt,1
MAZBIC,hydrate,3
MAZBOI,salt,1
MAZCAV,cocrystal,2
MAZHAZ,solvate,4
MAZPYA,salt,1
MAZXOB,salt,1
MAZYUI,cocrystal,2
MAZZUJ,hydrate,3
MBAMPH,salt,1
MBAZMS,salt,1
MBITCQ,salt,1
MBLUET,salt,1
MBPTCR,salt,1
MBYPAT,hydrate,3
MBZDCN,cocrystal,2
MBZSHY,cocrystal,2
MBZTCQ,salt,1
MCPATR,hydrate,3
MCYTMS10,hydrate,3
MCYTOS,salt,1
MCYTRI,salt,1
MDAPOS,hydrate,3
MDTTCQ,cocrystal,2
MEAFPH,salt,1
MEANBC10,salt,1
MEAPER,salt,1
MEBBAA,salt,1
MEBQIU,cocrystal,2
MEBRAN,cocrystal,2
MEBRER,cocrystal,2
MEBRIV,cocrystal,2
MEBRUH,cocrystal,2
MEBWEZ,hydrate,3
MEBXUM,cocrystal,2
MEBZEC,solvate,4
MECBIF,cocrystal,2
MECHAF,cocrystal,2
MECPIT,cocrystal,2
MECTAQ,salt,1
MECTUL,cocrystal,2
MECVEX,cocrystal,2
MECVIB,cocrystal,2
MECVOH,hydrate,3
MECVUN,solvate,4
MECWOI,cocrystal,2
MECWUO,solvate,4
MECXID,cocrystal,2
MECXOJ,hydrate,3
MECYOK,hydrate,3
MECYUQ,hydrate,3
MECZAX,salt,1
MECZIF,salt,1
MECZOL,hydrate,3
MECZUR,hydrate,3
MEDBAA,salt,1
MEDBEE,salt,1
MEDBOO,salt,1
MEDBOQ,cocrystal,2
MEDBUU,salt,1
MEDCAB,salt,1
MEDCEF,salt,1
MEDCIJ,salt,1
MEDCOP,salt,1
MEDCUV,salt,1
MEDDAC,salt,1
MEDDEG,salt,1
MEDDEH,salt,1
MEDDIL,hydrate,3
MEDDOQ,salt,1
MEDDUW,salt,1
MEDFEI,salt,1
MEDFIM,salt,1
MEDFOS,salt,1
MEDFUY,salt,1
MEDGEJ,hydrate,3
MEDGIN,hydrate,3
MEDHAG,hydrate,3
MEDHEK,hydrate,3
MEDHIO,hydrate,3
MEDHOU,salt,1
MEDMUF,salt,1
MEDNUF,salt,1
MEDNUG,salt,1
MEDPIW,salt,1
MEFHOW,salt,1
MEFJAI,cocrystal,2
MEFLIT,hydrate,3
MEFLOZ,hydrate,3
MEFLUF,hydrate,3
MEFMAM,cocrystal,2
MEFNIU,salt,1
MEFQUK,hydrate,3
MEFRAR,salt,1
MEFREV,hydrate,3
MEFRIZ,salt,1
MEFVIG,salt,1
MEFYUU,salt,1
MEFZIH,salt,1
MEGBUY,salt,1
MEGCUX,hydrate,3
MEGDIM,cocrystal,2
MEGHOV,salt,1
MEGREZ,salt,1
MEGRID,salt,1
MEGUAN,salt,1
MEGUHP10,salt,1
MEGVEZ,salt,1
MEGVID,salt,1
MEGVOJ,salt,1
MEGVUP,salt,1
MEGWAW,salt,1
MEGWEA,salt,1
MEGWIE,salt,1
MEGWOK,salt,1
MEGWUQ,salt,1
MEGXIF,hydrate,3
MEGXOL,hydrate,3
MEGYAY,hydrate,3
MEGYAZ,salt,1
MEGYEC,hydrate,3
MEHFOV,cocrystal,2
MEHGUC,hydrate,3
MEHKUH,salt,1
MEHQOJ,salt,1
MEHRID,cocrystal,2
MEHROJ,hydrate,3
MEHRUP,salt,1
MEHSAW,cocrystal,2
MEHWIG,salt,1
MEHWOM,salt,1
MEHWUS,salt,1
MEHXAZ,salt,1
MEJCUA,salt,1
MEJHIS,solvate,4
MEJJAO,salt,1
MEJKAP,solvate,4
MEJKET,salt,1
MEJNEX,salt,1
MEJQOI,salt,1
MEJYIM,salt,1
MEKKOC,solvate,4
MEKWOO,cocrystal,2
MEKWUU,cocrystal,2
MELKAT,salt,1
MELKEX,salt,1
MELPUS,hydrate,3
MELROO,hydrate,3
MELUPN,salt,1
MELVAB,salt,1
MELYEI,hydrate,3
MELYIO,salt,1
MELYOV,cocrystal,2
MELYUB,cocrystal,2
MELYUY,hydrate,3
MELZAI,cocrystal,2
MELZIQ,salt,1
MEMDUG,salt,1
MEMFOA,salt,1
MEMLAR,salt,1
MEMTON,cocrystal,2
MENBIR,salt,1
MENFER,cocrystal,2
MENFET,hydrate,3
MENGEV,cocrystal,2
MENGIZ,cocrystal,2
MENGOF,cocrystal,2
MENGUL,cocrystal,2
MENHAS,cocrystal,2
MENHEW,cocrystal,2
MENJIZ,cocrystal,2
MENJOF,cocrystal,2
MENMOL,salt,1
MENPAW,salt,1
MENPOL,hydrate,3
MENQIJ,cocrystal,2
MENQOP,cocrystal,2
MENQUV,cocrystal,2
MENRAC,cocrystal,2
MENREG,cocrystal,2
MENROQ,salt,1
MENSUX,cocrystal,2
MENTAE,cocrystal,2
MENTEI,cocrystal,2
MENTIM,cocrystal,2
MENXAI,cocrystal,2
MENYUA,salt,1
MEPCIU,hydrate,3
MEPROP,hydrate,3
MEPSOP,salt,1
MEPTAR10,salt,1
MEPTCP,salt,1
MEPWIQ,salt,1
MEPXOY,salt,1
MEPYAL,salt,1
MEPYEP,salt,1
MEPYIT,salt,1
MEPYOZ,salt,1
MEPYUF,salt,1
MEPZAM,salt,1
MEPZEQ,salt,1
MEPZUG,salt,1
MEQBAP,salt,1
MEQGOH,salt,1
MEQKAU,solvate,4
MEQMEE,salt,1
MEQNUR,salt,1
MEQPAZ,salt,1
MEQPED,salt,1
MEQPIH,salt,1
